Post ID,Post Message,Type,Posted,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Average time video viewed,Lifetime Video length
1277547548992987_3155746611173062,Result | Discord Digital-Art Competition by AUST Innovation & Design Club!  • Segment: Motion Graphics - - - - - - - - - - - - - - - - - - - - - • Runner Up: COVID-19 by Sajjad  - - - - - - - - - - - - - - - - - - - - -  Source: https://www.facebook.com/austidc/videos/3155735677840822/,Status,2020-07-03 10:20:44,974,1253,69,58,65,0,1187,925,67,0,0,0,0,0,0
1277547548992987_3155734887840901,Result | Discord Digital-Art Competition by AUST Innovation & Design Club!  • Segment: Digital Art  - - - - - - - - - - - - - - - - - - - - -  • Runner Up: Freedom from COVID-19 by Baishakhi,Photo,2020-07-03 10:15:01,1384,1817,108,89,162,1,1733,1311,105,0,0,0,0,0,0
1277547548992987_3155723017842088,Result | Discord Digital-Art Competition by AUST Innovation & Design Club!  • Segment: Motion Graphics  - - - - - - - - - - - - - - - - - - - - -  • Honorable Mentions:  - Our Superheroes by Rayat - Real Heroes of this Pandemic by Sudeepto - Healthcare Heroes by Fariya  - - - - - - - - - - - - - - - - - - - - - • Source: https://www.facebook.com/austidc/videos/3155703587844031/,Status,2020-07-03 10:09:11,860,1151,54,50,67,2,1080,804,52,0,0,0,0,0,0
1277547548992987_3155698397844550,Result | Discord Digital-Art Competition by AUST Innovation & Design Club!  • Segment: Digital Art  - - - - - - - - - - - - - - - - - - - - -  • Honorable Mentions:  - MONSTERCORONA by Rezwan - Return of the Hustle & Bustle by Madlad - My Favorite Restaurant Reopens by Mahin,Photo,2020-07-03 09:57:25,728,962,50,38,51,0,902,679,48,0,0,0,0,0,0
1277547548992987_3155525721195151,"Meet the instructor of our @Workshop on Version Control System w/ Git & Git-Hub!   Mr. Md. Atique Ahmed Ziad - Front End Developer at Motif - GSoC 2020 at Mozilla   - - - - - - - -  Workshop Detail:   ● Date: 5 July, 2020 ● Time: 8.00 PM (BST) ● Registration Fee: FREE! ● Registration Link: https://forms.gle/8p78FUPiaJdBQSfH6",Photo,2020-07-03 08:33:21,1056,1346,91,75,115,0,1262,992,86,0,0,0,0,0,0
1277547548992987_3154623831285340,"Henry Ford once said, “Coming together is the beginning. Keeping together is progress. And working together is success.” One of these factors is the network that you have. The people that you work with and collaborate.  Supply Chain Alliance is proud on this occasion of our flagship event SCA Upstream to be able to collaborate with some of the biggest clubs from all over the country. As we collaborate with 14 different clubs, we hope to get a new dimension and perspective into the affair. We truly hope to see a long-term relationship blossom and that we help each other to grow. As the saying goes: “United we stand, divided we fall"".  Registration link: https://bit.ly/3dR9GXF  Event link: https://facebook.com/events/s/sca-upstream-inter-university-/676985399527168/?ti=as  #SCA_Upstream #Go_against_the_stream",Photo,2020-07-03 00:45:56,1048,1356,87,74,104,0,1290,990,85,0,0,0,0,0,0
1277547548992987_3143868279027562,"DEADLINE EXTENDED!!!  Great news, artists! Due to the huge response and requests, the deadline has been extended for 2 days.   The last date to submit your digital art and motion graphics is 1st July 2020.  **The deadline won't be extended again. Please submit your work within the mentioned date.  #AUSTIDC #AUST #IDC  #WhereMindsCollide #IDC_DDAC2020",Photo,2020-06-29 03:05:29,736,1044,20,12,13,0,890,609,18,0,0,0,0,0,0
1277547548992987_3138725419541848,"A Workshop on Supply Chain Management was organized by AUST Innovation & Design Club which held on June 23, 2020.  The workshop was streamed for the selected 83 participants via Zoom.   The session was conducted by Mr. Md. Ashfaqur Arefin (Lecturer, Dhaka University of Engineering and Technology - DUET) and Mr. Naimur Rahman Chowdhury (Lecturer, Ahsanullah University of Science and Technology - AUST).   In the very beginning SCM was discussed from an introductory level. The instructors highlighted more topics related to Inventory Management, Transportation, Warehouse Arrangement, Procurement, Logistics and such. There was a Q/A session in which several participants appeared to ask pretty good queries based upon hot topics which kept running till the end.      We acknowledge our greatest thanks to Mr. Md. Ashfaqur Arefin and Mr. Naimur Rahman Chowdhury for conducting this insightful workshop. We hope this encourage the students to feel more enthusiastic about SCM and practice several case analysis in this regard.   #AUSTIDC #AUST #IDC #SCM #SupplyChainManagement #WhereMindsCollide",Photo,2020-06-27 05:46:24,1023,1265,108,101,128,0,1083,867,103,0,0,0,0,0,0
1277547548992987_3133281553419568,"Join the Workshop of BriefCase 2.0  Honorable speaker, Mr. Nazim Farhan Choudhury will be talking about the Business Hacks from his 25 years of experience.  'Learn to crack it better!'  #BriefCase #Think360° #EWUBC  - - - - - - - - - - - - - - - - - - - - - - - - - - -   AUST IDC is the Club Engagement Partner of this competition which is being organized by East West University Business Club - EWUBC.",SharedVideo,2020-06-25 07:09:55,723,883,22,19,22,0,798,653,21,0,0,41,43,0,0
1277547548992987_3125221950892195,Have you registered yet? Why miss the chance when you have the best opportunity to learn from the experienced practitioners? 😁  —————————————————— Get yourself registered here: https://forms.gle/yKafVNqUCUmFprin7 ——————————————————  Meet the prominent speakers of the exclusive event: Workshop on Supply Chain Management!   ● Mr. Md. Ashfaqur Arefin - Lecturer | Dhaka University of Engineering and Technology (DUET) - Judge | MindSparks20 Idea Innovation Challenge at AUST; Hult Prize at MIST 2019 Grand Finale; Idea Hamster 2.0 - Finalist | Hult Prize On-Campus Program 2016 (BUET) - Scholarship Winner | ISCEA PTAK Prize - Semi-Finalist | BizMaestros  ● Mr. Naimur Rahman Chowdhury - Lecturer | Ahsanullah University of Science and Technology - Regional Grand Finalist | Hult Prize Southeast Asia 2019 - 100% Scholarship Winner | ISCEA PTAK Prize,Photo,2020-06-22 09:21:16,5137,6925,985,956,1563,0,2801,1951,422,0,0,0,0,0,0
1277547548992987_3121824704565253,"Fathers are the most ordinary men turned by love into heroes, adventurers, storytellers and singers of song! Happy Fathers' Day! :)   - - - - - - - - - -   (This content is designed by Md Sharozzaman Sowad, one of the best participants from Online Session on Adobe Illustrator organized by AUST IDC.)",Photo,2020-06-21 03:28:18,1910,2387,169,77,160,0,1744,1351,139,0,0,0,0,0,0
1277547548992987_3113824985365225,Introducing the AUST IDC Core Panel of Fall '19 ~ Public Relations & Marketing!  ————————  • Sumaiya Tabassum | EEE • Tashfi Nowroz | EEE • Abdur Rahman Showrov | EEE,Photo,2020-06-20 07:00:14,1608,1965,167,111,169,1,1830,1514,158,0,0,0,0,0,0
1277547548992987_3117068485040875,"Boom! Grab the pool of prize money: 4000 BDT!!   NO Registration Fee!  NO Form Fill Up!  NO HASSLE!!  Submit your works in the official Discord Chat Server of AUST IDC. To find the complete detail about the competition, go to the 'Discussion' tab of Facebook Event Page.  - - - - - - - - - - - - Submission Deadline: 11.59 PM, 29 June, 2020",Photo,2020-06-19 09:19:28,1061,1305,75,62,79,0,1206,979,74,0,0,0,0,0,0
1277547548992987_3113819658699091,Introducing the AUST IDC Core Panel of Fall '19 ~ Outreach Provision!  ————————  • Fahim Faysal | EEE • Nafees Azam Khan | CE,Photo,2020-06-19 07:00:52,1584,1886,145,88,125,0,1777,1491,136,0,0,0,0,0,0
1277547548992987_3114128108668246,"East West University Business Club (EWUBC) is bringing to you ""BriefCase - Inter University 360° Business Strategy Competition"" sponsored by Daraz.  This is an utmost pleasure for us to collaborate with East West University Business Club - EWUBC as one of the Club Engagement Partners.   ————————————————————————  • Registration link: https://bit.ly/Daraz_EWU_BusComp2020 • Facebook Event: https://www.facebook.com/events/266651387920390/",Photo,2020-06-18 09:10:55,797,969,41,29,48,0,884,731,41,0,0,0,0,0,0
1277547548992987_3113809968700060,Introducing the AUST IDC Core Panel of Fall '19 ~ Logistics & Procurement!  ————————  • Shimul Paul | CSE • Nasir Hossain | EEE • Faizul Kabir Sami | TEX.,Photo,2020-06-18 07:00:24,1256,1538,127,82,119,0,1441,1191,122,0,0,0,0,0,0
1277547548992987_3113264678754589,"East West University Business Club (EWUBC) is bringing to you ""BriefCase - Inter University 360° Business Strategy Competition"" sponsored by Daraz.  Students from all over the country will get the chance to represent themselves & their ideas of business in 360° ways. This competition will help all the participants to have a taste of every aspect of business.  • Tentative Schedule: 18th June: Registration 25th June: Workshop 26th June: Round 1 30th June: Semi-Final 10th July: Grand Finale  • Registration link: https://bit.ly/Daraz_EWU_BusComp2020  Find more detail in the Event Page!  ————————————————————————  AUST IDC is one of the Club Engagement Partners in this 360° Biz Strategy Competition!",Link,2020-06-18 01:29:05,826,1024,43,36,46,0,943,767,43,0,0,0,0,0,0
1277547548992987_3111439938937063,Introducing the AUST IDC Core Panel of Fall '19 ~ Club Inventory Management!  ————————  • Sumaiya Tabassum | EEE • Arafath Mohiv Munna | Mech.E (MPE),Photo,2020-06-17 08:52:15,2006,2368,260,183,275,0,2243,1915,247,0,0,0,0,0,0
1277547548992987_3108470179234039,Introducing the AUST IDC Core Panel of Fall '19 ~ Photography & Video Studio!  ————————  • Julfikar H Dinar | CSE • Mutakabbirul Islam Pranto | CSE,Status,2020-06-16 07:03:50,1806,2200,175,113,168,0,2091,1718,169,0,0,0,0,0,0
1277547548992987_3105207422893648,Introducing the AUST IDC Core Panel of Fall '19 ~ Graphics!  ————————  • Ishrakul Munzerin | CSE • Shayekh Sakif | IPE (MPE),Photo,2020-06-15 07:00:26,2674,3200,375,281,382,0,2937,2470,320,0,0,0,0,0,0
1277547548992987_3100131953401195,"Catch the live seminar on ""Career Prospects in Supply Chain Management""",Status,2020-06-13 03:18:13,1840,2250,126,109,134,0,1921,1565,111,0,0,389,0,0,0
1277547548992987_3098200703594320,Seminar: Career Opportunities in Supply Chain Management is scheduled to be held on 13 June 2020; 04.00 PM.  Stay updated on ISCEA Bangladesh Official Facebook Page!  —————————  **AUST IDC is one of the collaborators of the seminar.**  #AUST #IDC #AUSTIDC #WhereMindsCollide #ISCEA #ISCEABD #PTAK #SupplyChain #SCM,Video,2020-06-12 09:14:25,1108,2154,61,43,47,0,1791,893,52,17,17,243,275,5496,60501
1277547548992987_3097318700349187,AUST Innovation and Design Club updated their business hours.,Link,2020-06-12 03:06:13,807,1012,30,23,27,0,930,740,30,0,0,0,0,0,0
1277547548992987_3094589900622067,Seminar: Career Prospects in Supply Chain Management is scheduled to be held on 13 June 2020; 04.00 PM.   Stay updated on ISCEA Bangladesh Official Facebook Page!  —————————  **AUST IDC is one of the collaborators of the seminar.**  #AUST #IDC #AUSTIDC #WhereMindsCollide #ISCEA #ISCEABD #PTAK #SupplyChain #SCM,Photo,2020-06-11 02:46:38,1721,2139,134,109,158,1,2023,1628,131,0,0,0,0,0,0
1277547548992987_3092453604169030,"Speak to Inspire- A Video Storytelling Contest is an online competition, launched by Youth School for Social Entrepreneurs -YSSE which focuses on the youth with presentation, creativity, communication, quality contents and public speaking skills.   ——————————  AUST Innovation and Design Club is being a Club Partner of this national competition. We would like to urge the IDC Members and AUST Students to participate in this competition.   ————————  • Facebook Event: https://www.facebook.com/events/257845438785974 • YSSE Facebook Page: https://www.facebook.com/YSSEGlobal  ————————  AUST IDC has nominated the following two Sub-Executive Members who are performing as the esteemed Ambassadors of this competition. If you have any queries regarding the event, you may reach out them.   • Sumaiya Tabassum  • Mutakabbirul Islam Pranto",Photo,2020-06-10 07:52:40,1182,1468,83,60,82,0,1376,1112,81,0,0,0,0,0,0
1277547548992987_3091936650887392,The slide and email ID of Mozammel Mia Sir is provided in the link:  https://drive.google.com/folderview?id=129nTTHrxI7t_N75qyQVSQRNusZU_Vg5d,Link,2020-06-10 03:40:05,1782,2231,234,202,278,1,2136,1698,227,0,0,0,0,0,0
1277547548992987_1544356925739923,"Webinar on ""Research Paper Publication"" conducted  by Asst. Prof. Mozammel Mia  #AUST #AUSTIDC #WhereMindsCollide",Video,2020-06-09 09:03:49,12890,18066,2521,2264,4419,8,6947,4275,1136,4,5,5742,8594,135835,8664276
1277547548992987_3089679914446399,"Don't miss our webinar on ""Research Paper Publication"" today at 10 PM!  *OPEN FOR ALL*  #AUSTIDC #WhereMindsCollide",Photo,2020-06-09 07:04:58,1910,2445,124,87,121,0,1688,1305,107,0,0,0,0,0,0
1277547548992987_3087118488035875,"Get to know Asst. Prof. Mozammel Mia, our honorable speaker of the Webinar on Research Publication, which is going to be LIVE on the Official Facebook Page of AUST Innovation & Design Club.  • Time: 10.00 PM • Date: 9 June, 2020  *OPEN FOR ALL*  #AUST #IDC #AUSTIDC #WhereMindsCollide",Photo,2020-06-08 07:41:17,10690,14552,1231,1039,1540,0,4895,3081,625,0,0,0,0,0,0
1277547548992987_3084370954977295,"[ Joining Link to our Discord server can be found here: https://www.facebook.com/groups/298837370537643/permalink/951221455299228/ ]  ———  Do you need help with your Circuit Building, Programming or even CAD Designing, but don't know, whom to ask? Or, have you made an amazing project that you want entire AUST to see?  Either way, join the Discord Chat Server of AUST IDC!   This is our initiative to bridge the gap between the Club and the General Members. General Bodies will not only get the opportunity to meet & greet with the Club Representatives, but also may learn & get help from them. Members can interact with other members of the Club and witness what others are doing, get inspired, make friends and help each-other!  Feel free to post your personal projects for everyone to observe. Inspire others and get inspired yourself while taking yourself to the next level!   If you need help, post in the help sections, we will try out our best to fix your problems.   Boom!  #AUST #IDC #AUSTIDC #WhereMindsCollide  #Discord #Server #JoinTheElites",Video,2020-06-07 05:57:02,7163,12521,497,430,693,0,6760,2933,380,58,68,1789,2985,6171,121580
1277547548992987_3079778605436530,"❗Sub-Executive Recruitment Update❗  Application Portal has been closed!  As we have got a huge response, this will definitely take longer to screen all and share updates.   Please, stay tuned!  #AUST #IDC #AUSTIDC #WhereMindsCollide",Status,2020-06-05 11:18:13,955,1243,41,30,41,1,1132,861,40,0,0,0,0,0,0
1277547548992987_3078643495550041,"Hello Brainiacs!   This is to let you know, a Webinar on Research Publication is going to be LIVE on the Official Facebook Page of AUST Innovation & Design Club.   Schedule your plan accordingly!  Time: 10.00 PM Date: 9 June, 2020  *OPEN FOR ALL*  #AUST #IDC #AUSTIDC #WhereMindsCollide",Photo,2020-06-05 07:00:46,7598,11463,823,651,964,1,5117,3001,515,0,0,0,0,0,0
1277547548992987_3076786145735776,"❗Sub-Executive Recruitment Update❗  The application deadline has been extended by 1 day!  Remember, it will NOT be increased furthermore on any circumstance.  Application portal will be closed by 11.59 PM, 5 June, 2020. How to apply? Check out the comment box.  Don't miss the chance to join in and hold the LEGACY of AUST IDC! 🔥  #AUSTIDC #AUST #WhereMindsCollide 💥",Status,2020-06-04 09:06:50,1203,1615,96,88,112,1,1459,1074,94,0,0,0,0,0,0
1277547548992987_3071156889632035,"A two hour long online session was organized by AUST Innovation and Design Club, on CV writing. The workshop was held on ZOOM on June 1, 2020. It started at 8:00 PM with 57 participants.  The session was conducted by Md. Saifur Rahman, Supply Chain-Projects, Beximco Pharmaceuticals Limited.   The session started off as the speaker spoke about on how to write a CV. He shared some valuable insights of an HR about what they expect to see on a CV. He walked us through each part and described about its content in details. Apart from sharing his knowledge, he also reviewed CVs from the participants and pointing out the positives and negatives. The session concluded with a Question and Answer session.   We are incredibly grateful towards Md. Saifur Rahman for conducting such an engrossing and savory workshop. This workshop provided us with better cognizance and will definitely aid us in preparing an impressive CV.",Photo,2020-06-02 08:48:50,1737,2276,158,131,199,0,1873,1398,148,0,0,0,0,0,0
1277547548992987_3063072577107133,"The Spring '19 semester was a hectic and memorable journey for AUST IDC. We had organized 8 workshops, 2 seminars, 1 intra tech competition and 1 international tech-biz competition for creating a platform for the students to showcase their innovative projects and ideas.     We bring you a throwback to the last semester. Enjoy!",Video,2020-05-30 04:32:43,5150,7518,400,291,385,1,3441,1915,264,108,123,1588,2089,9764,132425
1277547548992987_3056126237801767,"Sub-Committee Member Recruitment for AUST IDC (Fall '19) is LIVE NOW!!   Fill out this form properly keeping enough time in hand.  Once your CV/Resume is ready, it will not take more than 10 minutes to complete the application. 😁  Disclaimer: • Only current undergrad students of AUST from any department can apply. • Students enrolled in higher than 3rd Year/1st Semester cannot apply.  • Deadline: 11.59 PM, 4 June, 2020  • Application Link: https://forms.gle/XZyaH2QyQjNsL5gT9",Photo,2020-05-27 09:04:11,4105,5862,322,298,566,0,3463,2316,238,0,0,0,0,0,0
1277547548992987_3048838395197218,"On 24th May 2017, exactly 3 years ago, the journey of AUST Innovation and Design Club had initiated. The day marked a beginning in AUST history as it created an opportunity for the innovators of this university to share their ideas.   AUST Innovation & Design Club, commonly known as AUST IDC is the first ever Tech-Biz club established in Ahsanullah University of Science & Technology. The first inauguration ceremony took place on that day. Since spring 2017, it has been considered as the biggest and most impactful students’ club in the university arena. The Club has no departmental barrier or restriction. AUST IDC has always focused on quality building rather than increasing the numbers only. Yet, within 3 years of struggling, IDC has organized 45+ events which include Technical Workshop, Skill Development Training Program, Informative Seminar, Intra-AUST Students’ Contests, Inter-University Competitions and many more while engaging the prominent industries and multi-national companies as valuable partners into these all!  We are ever grateful to our respected alumni and founding members for creating this club for the students of AUST to bring their ideas into existence, as the motto of the club states ""Ideation Into Existence"".   Here are some photos to cherish the memories of the special day.",Photo,2020-05-24 09:28:44,4173,5552,498,412,605,0,3143,1998,352,0,0,0,0,0,0
1277547548992987_3048429551904769,Wishing everyone a quarantined EID MUBARAK 🕌 Let us stay inside our homes and meet our loved ones virtually for the sake of our own safety as well as of our community. #EidMubarak #StayHome #StaySafe,Video,2020-05-24 06:19:19,4227,5842,263,119,151,0,2898,1974,179,190,214,756,930,3236,15145
1277547548992987_3048146685266389,Here's the fourth and final episode of IGNITE - Season 1. Check it out! 😁,SharedVideo,2020-05-24 03:41:30,707,850,28,24,30,0,772,630,26,0,0,97,101,0,802581
1277547548992987_3041685569245834,Thank you IBA-JU Business Club ❤️,Photo,2020-05-21 11:56:59,1295,1554,114,97,117,1,1468,1216,109,0,0,0,0,0,0
1277547548992987_3038623112885413,"The night of Laylat-al-Qadr has been considered as more blessing than thousands of months!  It is the night when the Holy Quran was first sent down from Heaven to the world and also the night when the first verses of the Quran were revealed to the Prophet Muhammad (SM).   May Allah (SWT) grant our dua and keep ourselves blessed, always! ✨  ———  (This content was designed by Kazi Yousuf, one of the best participants from Online Session on Adobe Illustrator organized by AUST IDC.)",Photo,2020-05-20 08:01:49,1522,2024,109,51,71,0,1482,1085,93,0,0,0,0,0,0
1277547548992987_3037903072957417,"On 12 January 2020, the World Health Organization (WHO) reported that a novel coronavirus was the causing respiratory illness in a cluster of people in Wuhan City. The virus is so contagious that it reached almost every corner of this planet and brought the whole world to a dead stop within in a matter of month.   The doctors are working under ginormous stress and looking after the affected people. In some occasions, doctors themselves are getting infected due to lack of adequate equipment. If the number of cases proliferates, the hospitals will be forced to turn away patients. The most adverse thing we can do right now is get ourselves infected. We can follow these few simple steps to prevent the virus from spreading:   - Avoid handshakes.  -Wash your hands with soap or alcohol-based hand rub for at least 20 seconds regularly. This kills viruses that may be in your hands. - Wear a mask and gloves when you are going outside. - Avoid crowdy places and maintain at least 1 metre distance between yourself and any other individual. If an infected person coughs or sneezes, they spray droplets containing the virus which you might breath in. - Isolate yourself if you have the slightest symptom of COVID-19.  #StayHome #StaySafe",Photo,2020-05-20 01:05:49,2294,3079,119,92,119,0,1737,1189,93,0,0,0,0,0,0
1277547548992987_3036335683114156,"Here comes the third Episode of IGNITE - Season 1 - 'Slide Making Spells'.  Predominantly, the skills of delivering sublime presentations are something that everyone must look for. And the presentation slides can make or break your pitch. Quality slides can help you win a competition and the slightest mistakes can turn into disasters. So, in this episode, learn slide making artistry from the master wizard himself, Mr. Sadman Sadiq, as he demonstrates the appropriate usage of infographics and visuals in slides to make your presentation more expressive and captivating to the eyes of the viewers.  And also stay tuned for the upcoming episodes of IGNITE - Season 1 and don't forget to ignite your potentials!  Share your questions about the contents and your feedbacks in the following google form and help us make IGNITE better!  Link: https://forms.gle/hDTnnZvZHEbyYA1G6  For better quality please visit:https://youtu.be/LMbm6DTCheA  #IgniteYourPotential #KeepExploring",SharedVideo,2020-05-19 09:19:01,553,649,21,20,23,0,587,485,20,0,0,69,70,0,1790506
1277547548992987_3036127743134950,"Transcend episode 01 by IBA-JU Business Club is now live!  Join the session and get direct insights from some of the industry leaders to help you get answers to all your queries regarding the pandemic and its aftermath as well as it's significant impacts on industries, paving your way to a better post-COVID future.  https://m.facebook.com/story.php?story_fbid=176048610398377&id=1234257180034674",SharedVideo,2020-05-19 07:39:28,1038,1193,47,41,56,0,1126,972,44,0,0,243,258,0,5565140
1277547548992987_3035976043150120,"The Coronavirus outbreak is first and foremost a human tragedy, affecting hundreds of thousands of people. It is also having a growing impact on the global economy. This piece intends to provide business leaders and relevant stakeholders a perspective on the evolving situation and implications for companies across various industries. To address these issues, IBA-JU Business Club presents 3 series of webinar programs ""Transcend"" about the impacts of COVID-19 on various sectors of the business.  The Keynote Speakers are-    Dr. Mohammad Baktiar Rana      Associate Professor      IBA-JU  Quamrul Hassan       Business Director       ACI Limited  Asif Rouf       Head of Marketing, GSK       President, JAABS  Jabed Sultan Pias       Head of Digital Business       Prothom Alo  Event Details-  Date: 19 May, 2020  Time: 8 pm - 10 pm  Topic: Impact of Covid-19 on the FMCG market and its aftermath. Event Link: https://www.facebook.com/events/278300203539504/?active_tab=about",Link,2020-05-19 06:38:02,409,478,12,11,12,0,423,360,10,0,0,0,0,0,0
1277547548992987_3031773863570338,"The second episode of IGNITE - Season 1, ""Financial Analysis & Breakdown"" is out!  While the first episode was solely rested on different hacks and tricks to sharpen case cracking skills; our second episode focuses on numerous methodologies, ideas and techniques to break-down and evaluate the financial aspects of business case competitions and other finance related assessments. Here, learn these expertise from Mr. Nahian Rahman Rochi who has an impeccable track record in financial analyzing field and get an extra leap in case competitions and your imminent professional life.  Excited about the upcoming episodes of IGNITE - Season 1? Keep your eyes on our Facebook page!  Share your questions about the contents and your feedbacks in the following google form and help us make IGNITE better!  Link : https://forms.gle/hDTnnZvZHEbyYA1G6  For better quality, visit: https://youtu.be/jRLLKVC_C3M  #IgniteYourPotentials #KeepExploring",SharedVideo,2020-05-17 15:56:45,420,503,14,12,13,0,452,368,11,0,0,53,54,0,956096
1277547548992987_3028095573938167,"After what felt like an eternity, the wait is over! Brac University Business Club (BIZ BEE) is proudly unveiling the very first Episode of IGNITE - Season 1.  In this Episode - ""Hacks of Case Cracking"" - learn with Mr. Tanzir Islam as he demonstrates how to hone case cracking skills, stratagems, and suggestions convened from his professional and past case competition experiences that will assuredly help you in case solving competitions and professional life.  Stay tuned for the upcoming episodes of IGNITE - Season 1 and do ignite your potentials!  Share your questions about the contents and your feedbacks in the following google form and help us make IGNITE better!  Link : https://forms.gle/hDTnnZvZHEbyYA1G6   For better quality, visit: https://youtu.be/u5N1BXOWPh0  #IgniteYourPotentials #KeepExploring",SharedVideo,2020-05-16 12:57:08,675,827,35,29,35,0,781,628,35,0,0,94,95,0,729024
1277547548992987_3014749621939429,"Are you willing to ignite the fire of motivation by finding your spark of desire? Then get ready to experience something you have never been a part of and explore your true potentials. Grab this one of a kind opportunity and learn from the very bests!  IGNITE is a skill-oriented web series by Brac University Business Club (BIZ BEE), the first season of which will be comprised of 4 episodes focused on developing the competition skills of the students.  Stay tuned for the episodes and Ignite the spark within you to be the fire you want to be.  #IgniteYourPotentials #KeepExploring  Link: https://www.facebook.com/BIZBEE.BU/videos/236975560862012/",SharedVideo,2020-05-11 13:36:30,488,612,33,31,38,0,555,445,32,0,0,89,102,0,41066
1277547548992987_3011099372304454,"'Ma' is a one syllable word, but a word with the heaviest weight of importance. This one syllable word is our first word to utter when we were babies. We go to our fathers looking for Ma, when we are hungry we look for Ma, when coming home we call out for Ma. Ma is the greatest asset a child can get.  From tolerating the pain of giving us birth to handling our daily tantrums, Ma has always been there for us. Let us appreciate her hard works and be grateful to her of who she is and what she has done for us. Thank you, Ma. Happy mother's day to all the Ma out there ❤️",Photo,2020-05-10 02:20:39,2681,3540,234,81,100,0,2173,1597,167,0,0,0,0,0,0
1277547548992987_3006688732745518,"In order to bring the students of AUST closer to the realities and demands of the job market in these trying times, an ""XPERTS WEBINAR SESSION"" was conducted by Nabeela Kausar, Quality Compliance and Performance Manager, British American Tobacco Bangladesh in association with XCEED Campus Ambassador, Aungshula Chowdhury.  The webinar was very interactive and dynamic. The students had a wide range of questions. The respected speaker humbly answered the queries of the students, providing further insights about her own experience during this step of life. Looking forward to such webinars in AUST.",Photo,2020-05-08 06:10:13,1452,1955,97,76,93,0,1376,1005,78,0,0,0,0,0,0
1277547548992987_3848680018546381,"Register Now: https://cutt.ly/2lN0Oio --------- ⚡Are you a genius who sees the world in terms of signals, frequencies and circuits? We are in search of you!   Register for ""Electronic Wizardry"", put you circuit skills to the limit and take the glory home! 🎖️  Participants will be emailed 5 easy circuits to design, using Proteus. The one to solve the most, will be declared the champions! 🏆",Photo,2021-03-04 20:00:56,2696,2757,100,70,84,0,1315,1297,78,0,0,0,0,0,0
1277547548992987_3844788702268846,"So, are you the next Da Vinci of AUST? Do you have what it takes to conquer the spotlight?  Register NOW! This is your chance to shine and burn all the eyes of the campus!  • Registration Link: https://cutt.ly/ZlN2uqG • Team Registration Fee: 150 BDT (All details regarding the segment are in the registration link and also event descriptions)  Also, Join our workshop in order to level up your CAD skills with our workshop regarding CAD design: https://www.facebook.com/events/2990388897849481/",Photo,2021-03-03 09:01:38,4039,4223,132,99,130,0,2002,1933,104,0,0,0,0,0,0
